toraj	torej
na	na
hvalo	hvalo
prodajavza	prodajalca
sanaſha	zanaša
,	,
bo	bo
malo_kdaj	malokdaj
dobro	dobro
kupil	kupil
;	;
in	in
kdor	kdor
delavza	delavca
ne	ne
sna	zna
dopovedati	dopovedati
,	,
kako	kako
naj	naj
mu	mu
kaj	kaj
naredi	naredi
,	,
bo	bo
vezhi_del	večidel
nepripravno	nepripravno
orodje	orodje
imel	imel
pri	pri
hiſhi	hiši
.	.
pr.	pr.
kje	kje
?	?
pogovarjala	pogovarjala
ſe	se
je	je
sdaj	zdaj
v	v
ſvôji	svoji
tamni	temni
votlini	votlini
po	po
vezh	več
ur	ur
is	iz
njim	njim
;	;
ga	ga
je	je
vſe	vse
,	,
kar	kar
ſe	se
je	je
v	v
votlíni	votlini
in	in
mali	mali
dolinizi	dolinici
vidilo	videlo
,	,
od	od
ſolnza	sonca
do	do
kremenzhka	kremenčka
,	,
od	od
hvojeviga	hojevega
drevéſa	drevesa
do	do
mahú	mahu
imenovati	imenovati
uzhila	učila
,	,
in	in
kmalo	kmalu
ſe	se
je	je
môgla	mogla
s	z
njêm	njim
po	po
malim	malem
pogovarjati	pogovarjati
.	.
“	“
gijezi	gijeci
je	je
bil	bil
bersh	brž
veſ	ves
gobov	gobav
.	.
˛s'	s
ſvojim	svojim
lepim	lepim
vedènjem	vedenjem
ino	in
ſ'	s
poſebno	posebno
pomozhjo	pomočjo
boshjo	božjo
je	je
joshef	jožef
per	pri
jezharji	ječarju
kmal	kmalu
saupanje	zaupanje
ino	in
ljubesen	ljubezen
naſhel	našel
,	,
ino	in
vſe	vse
jetnike	jetnike
mu	mu
je	je
dal	dal
pod	pod
oblaſt	oblast
.	.
o	o
lubesnive	ljubeznive
!	!
premiſhluvanje	premišljevanje
mojga	mojega
danaſhniga	današnjega
govorjenja	govorjenja
.	.
s	s
tém	tem
nadpiſam	nadpisom
ſo	so
ravno	ravno
sdaj	zdaj
bukve	bukve
na	na
ſvitlo	svetlo
priſhle	prišle
,	,
ktere	katere
ſo	so
shé	že
dolgo	dolgo
sheljene	željene
bile	bile
.	.
—	—
zelú	celo
ta	ta
nedolshnoſt	nedolžnost
ſe	se
ti	ti
vshę	že
ne	ne
ſmili	smili
;	;
ſram	sram
te	te
bodi	bodi
!	!
matizhek	matiček
.	.
oni	oni
ſo	so
snajdeli	znašli
umne	umna
męſhanja	mešanja
,	,
al	ali
nevarne	nevarna
sa	za
sdravje	zdravje
;	;
ped	ped
savitemi	zavitimi
inu	in
komaj	komaj
saſtoplívemi	zastopljivimi
beſędami	besedami
vpelali	vpeljali
eno	eno
ſilno	silno
”	”
urno	urno
ſe	se
je	je
,	,
ſvôje	svoje
ſolsé	solze
,	,
ki	ki
ſo	so
ga	ga
ſilile	silile
,	,
ſkrit	skrit
,	,
na	na
kônja	konja
saluzhil	zalučil
in	in
ko	kot
bi	bi
bil	bil
trenil	trenil
naprej	naprej
sdirja	zdirja
,	,
ſe	se
vitesi	vitezi
in	in
oprode	oprode
(	(
hlapzi	hlapci
)	)
zhes	čez
gromezhi	gromeči
moſt	most
pod	pod
gradam	gradom
,	,
sapraſhé	zapraše
.	.
vender	vendar
pa	pa
niſo	niso
bile	bile
njegove	njegove
nezhiſte	nečiste
shelje	želje
s	s
tem	tem
saterte	zatrte
,	,
temuzh	temveč
ſo	so
ſhe_le	šele
smiram	zmerom
toliko	toliko
vezhi	večje
bile	bile
,	,
kolikor	kolikor
dalje	dlje
je	je
s	z
grofinjo	grofinjo
hodil	hodil
.	.
tako	tako
mozhno	močno
ſe	se
je	je
jókal	jokal
,	,
de	da
ni	ni
nizh	nič
vidil	videl
in	in
de	da
ſo	so
ſolsé	solze
vſe	vse
genovefino	genovefino
piſmo	pismo
premozhile	premočile
.	.
smeſhnava	zmešnjava
.	.
)	)
derv	drv
ſe	se
lahko	lahko
veliko	veliko
prihrani	prihrani
,	,
zhe	če
ſe	se
v	v
kratke	kratka
polénza	polenca
rasshagajo	razžagajo
,	,
slaſti	zlasti
pri	pri
kuhi	kuhi
.	.
de	da
ſe	se
bo	bo
v	v
ti	tej
rezhi	reči
moglo	moglo
bolj	bolj
zhiſto	čisto
in	in
po	po
pravizi	pravici
ſoditi	soditi
,	,
ſe	se
nam	nam
treba	treba
sdi	zdi
,	,
laſtnoſti	lastnosti
krajnſkih	kranjskih
zepzov	cepcev
nekoliko	nekoliko
rasloshiti	razložiti
in	in
njih	njih
rabo	rabo
na	na
snanje	znanje
dati	dati
.	.
d.	d.
ta	ta
navadna	navadna
perkasen	prikazen
pa	pa
,	,
ki	ki
ſe	se
je	je
ravno	ravno
te	ta
zhaſ	čas
pergodila	prigodila
,	,
kedar	kadar
ſi	si
hudo	hudo
délala	delala
,	,
nam	nam
prizha	priča
boshjo	božjo
previdnoſt	previdnost
,	,
ki	ki
vſe	vse
vidi	vidi
ino	in
vé	ve
,	,
pa	pa
tudi	tudi
nar_manjſhi	najmanjših
rezhi	reči
obravnà	obravna
.	.
ja	ja
lubi	ljubi
poſluſhavzi	poslušalci
ona	ona
je	je
ravnu	ravno
taiſta	taista
:	:
ona	ona
tèrpysa	trpi_zares
ręſs	trpi_zares
nesmaſne	nezmasne
bolezhine	bolečine
,	,
britkoſt	bridkost
,	,
inu	in
shaloſt	žalost
v'	v
ſvojim	svojem
ſerzi	srcu
,	,
kakôr	kakor
mati	mati
,	,
kęr	ker
vidi	vidi
ſvojga	svojega
şyna	sina
v'	v
taki	taki
martri	martri
,	,
inu	in
teshavi	težavi
.	.
„	„
˛ste	ste
vidili	videli
jermanovo	jermanovo
pſhenizo	pšenico
,	,
kako	kako
redka	redka
je	je
bila	bila
,	,
kako	kako
kumerno	kumrno
klaſizhje	klasje
je	je
imela	imela
?	?
nimam	nimam
ga	ga
zhloveka	človeka
,	,
de	da
bi	bi
mi	mi
pomagal	pomagal
v'	v
jesero	jezero
,	,
kedar	kadar
voda	voda
kipí	kipi
.	.
na	na
sodne	sodni
dan	dan
al	ali
nabo	ne_bo
njega	njega
nezh	nič
sram	sram
pred	pred
zelam	celim
svejtam	svetom
?	?
'	'
'	'
lejte	glejte
to	to
je	je
:	:
jerman	jerman
je	je
pſhenizo	pšenico
na	na
plitvo	plitvo
peſhéno	peščeno
semljo	zemljo
ſjal	sejal
.	.
bolje	bolje
bi	bi
bilo	bilo
temu	temu
zhloveku	človeku
,	,
de	da
bi	bi
nikoli	nikoli
rojen	rojen
ne	ne
bil	bil
!	!
koliku	koliko
ſe	se
jih	jih
bo	bo
od	od
vaſs	vas
sneſhlu	znašlo
,	,
katęri	kateri
bi	bi
letę	le-te
rezhy	reči
snali	znali
?	?
miſli	misli
ſi	si
,	,
de	da
je	je
vſe	vse
bog	bog
tako	tako
naklonil	naklonil
.	.
potler	potlej
je	je
on	on
tretezh	tretjič
perſhuv	prišel
k'	k
ſvojem	svojim
jogram	jogrom
,	,
inu	in
je	je
k'	k
nym	njim
rekuv	rekel
:	:
spite	spite
ſedej	sedaj
,	,
inu	in
pozhivajte	počivajte
.	.
baron	baron
.	.
1	1
—	—
matizhek	matiček
,	,
povej	povej
mi	mi
sdej	zdaj
,	,
kaj	kaj
bo	bo
pak	pa
dones	danes
na	na
vęzher	večer
?	?
od	od
tod	tod
,	,
ko	ko
ſo	so
jih	jih
nekaj	nekaj
novi	novi
sidarji	zidarji
pri	pri
popravljanji	popravljanju
in	in
bélenji	beljenju
,	,
nar_bolj	najbolj
pa	pa
podobarji	podobarji
ali	ali
pildhavarji	pildhavarji
ſpazhili	spačili
,	,
ker	ker
ſo	so
savoljo	zavoljo
nevednoſti	nevednosti
raslozhka	razločka
v	v
arhitikturi	arhitekturi
v	v
nemſhke	nemške
zerkve	cerkve
to	to
naſhtulili	naštulili
,	,
kar	kar
bi	bi
ſe	se
le	le
v	v
italianſke	italijanske
ſmelo	smelo
poſtaviti	postaviti
,	,
in	in
ſo	so
sato	zato
velikrat	velikokrat
mogli	morali
okna	okna
sasidati	zazidati
,	,
ſtebre	stebre
po	po
ſteni	steni
odſekati	odsekati
,	,
loke	loke
po	po
velbu	velbu
odbiti	odbiti
,	,
in	in
druge	druge
ſtare	stare
lepotize	lepotice
po	po
ſtebrih	stebrih
in	in
po	po
ſteni	steni
podrobiti	podrobiti
.	.
”	”
zhe	če
ſo	so
hiſhniga	hišnega
goſpodarja	gospodarja
beelzebub	belcebub
imenuvali	imenovali
,	,
koliku	koliko
vezh	več
njegóve	njegove
domazhe	domače
?	?
“	“
shénin	ženin
pa	pa
je	je
odgovoril	odgovoril
:	:
„	„
gotovo	gotovo
,	,
vam	vam
povém	povem
,	,
ne	ne
posnam	poznam
vaſ	vas
!	!
6.	6.
debelo	debelo
brasdo	brazdo
s	z
lahko	lahko
perſtjo	prstjo
nameſhaj	namešaj
,	,
ako	ako
je	je
kaj	kaj
take	take
pod	pod
njo	njo
.	.
pervo	prvo
snaminje	znamenje
ſrezhniga	srečnega
zhbelarſtva	čebelarstva
v	v
tem	tem
obſtoji	obstoji
,	,
de	da
urno	urno
pomlad	pomladi
goſte	goste
zhbele	čebele
imamo	imamo
,	,
in	in
sgodaj	zgodaj
roje	roje
dobimo	dobimo
;	;
to	to
ſe	se
pa	pa
gotovo	gotovo
nar_loshej	najlažje
napravi	napravi
,	,
zhe	če
muhe	muhe
tiſtih	tistih
panjev	panjev
,	,
ktere	katere
zhes	čez
simo	zimo
ohraniti	ohraniti
ne	ne
miſlimo	mislimo
,	,
s	s
zhbelam	čebelami
drugih	drugih
panjev	panjev
sdrushimo	združimo
,	,
nameſt	namesto
jih	jih
neuſmiljeno	neusmiljeno
moriti	moriti
.	.
baron	baron
.	.
jęsus	jezus
pak	pa
je	je
rękàl	rekel
k'	k
njim	njim
:	:
en	en
sato	zato
je	je
tudi	tudi
grof	grof
smagomir	zmagomir
dalj	dalj
,	,
ko	ko
je	je
miſlil	mislil
,	,
od	od
doma	doma
oſtal	ostal
in	in
ſe	se
ſhe_le	šele
ob	ob
letu	letu
v	v
domazhijo	domačijo
vernil	vrnil
.	.
bodi	bodi
pa	pa
tudi	tudi
hvaleshen	hvaležen
.	.
od.	od
kir	ker
mi	mi
grehe	grehe
dellamo	delamo
,	,
negovo	njegovo
dobruto	dobroto
reshalemo	razžalimo
.	.
nadvojvoda	nadvojvoda
joan	joan
v	v
gradzu	gradcu
prezhuva	prečuje
in	in
vlada	vlada
,	,
in	in
kteriga	katerega
naj	naj
nam	nam
bog	bog
ſhe	še
dolgo	dolgo
dolgo	dolgo
ohrani	ohrani
!	!
rezh	reci
itdr.	itdr.
pred	pred
ſolnzhnim	sončnim
is-hodam	vzhodom
she	že
vſtane	vstane
kmet	kmet
,	,
hiti	hiti
k	k
delu	delu
in	in
ſe	se
veſeli	veseli
,	,
ko	ko
mu	mu
ſhkerjanez	škrjanec
pod	pod
nebam	nebom
prepeva	prepeva
;	;
sadovoljno	zadovoljno
preneſe	prenese
tésho	težo
dneva	dneva
;	;
kako	kako
mu	mu
pa	pa
tudi	tudi
kruhek	kruhek
s	s
trudam	trudom
saſlushen	zaslužen
diſhí	diši
!	!
“	“
—	—
tako	tako
je	je
bilo	bilo
ozhitno	očitno
osnanjeno	oznanjeno
,	,
de	da
je	je
jesuſ	jezus
˛sin	sin
boshji	božji
;	;
nebeſhki	nebeški
ozhe	oče
ſam	sam
ga	ga
je	je
ſvojiga	svojega
˛sina	sina
imenoval	imenoval
.	.
podnevi	podnevi
mu	mu
je	je
vedno	vedno
bila	bila
v'	v
miſlih	mislih
njegova	njegova
velika	velika
pregreha	pregreha
,	,
bratomor	bratomor
.	.
—	—
dobri	dobri
otrozi	otroci
ljubijo	ljubijo
ſvoje	svoje
ſtarſhe	starše
zelo	zelo
do	do
ſmerti	smrti
,	,
ino	in
ſpolnijo	izpolnijo
jim	jim
tudi	tudi
voljo	voljo
ſhe	še
po	po
ſmerti	smrti
.	.
je	je
sadoſti	zadosti
.	.
„	„
o	o
moj	moj
bôshji	božji
odreſheník	odrešenik
,	,
ki	ki
ſi	si
is	iz
ljubésni	ljubezni
do	do
mene	mene
na	na
krishu	križu
umerl	umrl
,	,
to	to
tvoje	tvoje
snamnje	znamenje
mi	mi
ima	ima
védno	vedno
pred	pred
ozhmí	očmi
ſtáti	stati
.	.
—	—
koliko	koliko
bolj	bolj
mirno	mirno
in	in
pokojno	spokojno
bi	bi
shiveli	živeli
,	,
koliko	koliko
bolj	bolj
bres	brez
ſkerbi	skrbi
bi	bi
ſe	se
truden	truden
goſpodar	gospodar
svezher	zvečer
vlegel	ulegel
,	,
in	in
koliko	koliko
menj	manj
bi	bi
naſ	nas
neſrezhni	nesrečni
ljudjé	ljudje
nadlégovali	nadlegovali
!	!
§	§
15.	15.
od	od
ſtréshbe	strežbe
in	in
oſkerbljevanja	oskrbovanja
bolnih	bolnih
konj	konj
.	.
ki	ki
poſtelo	posteljo
prezej	precej
sraven	zraven
mene	mene
napravit	napraviti
,	,
de	da
bi	bi
vaj	vaju
per	pri
rokah	rokah
imęl	imel
;	;
pak	pa
ſim	sem
to	to
rezh	reč
sdej	zdaj
drugazhi	drugače
prevdaril	preudaril
—	—
uzhenoſti	učenosti
,	,
umetnoſti	umetnosti
in	in
snajdenja	znajdenja
ſo	so
ſe	se
v	v
kratkih	kratkih
letah	letih
tako	tako
rasſhirile	razširile
,	,
de	da
kdorkoli	kdorkoli
s	z
njimi	njimi
naprej	naprej
ne	ne
hiti	hiti
,	,
ne	ne
poſnema	posnema
,	,
kar	kar
ſo	so
drugi	drugi
koriſtniga	koristnega
snajdli	iznašli
,	,
ampak	ampak
ſe	se
terdovratno	trdovratno
ſtariga	starega
dershi	drži
,	,
gre	gre
rakovo	rakovo
pot	pot
,	,
vſaki	vsak
dan	dan
mèjn	manj
sna	zna
,	,
ſe	se
v	v
sdanjim	sedanjem
obrasenji	obrazovanju
ſvetá	sveta
ne	ne
snajde	znajde
,	,
v	v
ſredi	sredi
ſvojih	svojih
rojakov	rojakov
,	,
snanzov	znancev
ino	in
prijatlov	prijateljev
ſi	se
nesnan	neznan
ptuj	tuj
deshélez	deželan
sdi	zdi
,	,
in	in
ſi	si
ne	ne
more	more
nikakor	nikakor
pomagati	pomagati
.	.
23.	23.
on	on
pak	pa
ny	ni
beſsęde	besede
njęj	njej
odgovóril	odgovoril
.	.
ko	ko
je	je
grôf	grof
shé	že
dolgo	dolgo
jókal	jokal
,	,
je	je
,	,
ko	kot
bi	bi
bil	bil
trenil	trenil
,	,
vſtal	vstal
;	;
ſvoj	svoj
mezh	meč
je	je
hotel	hotel
iméti	imeti
in	in
gola	gola
britko	bridko
umoriti	umoriti
.	.
mina	mina
s'	s
perſtanam	prstanom
na_ravnoſt	naravnost
k'	k
shofki	žofki
hiti	hiti
,	,
ji	ji
ga	ga
podá	poda
ino	in
pravi	pravi
.	.
gaſhper	gašper
.	.
pa	pa
ſaj	saj
ſi	si
tudi	tudi
tu	tu
prizhujózh	pričujoč
—	—
in	in
kjér	kjer
ſi	si
ti	ti
,	,
je	je
tudi	tudi
tvoj	tvoj
tempelj	tempelj
.	.
ony	oni
ga	ga
nevimilenu	neusmiljeno
raspęnjajo	razpenjajo
,	,
inu	in
na	na
krish	križ
perbyejo	pribijejo
,	,
inu	in
sdaj	zdaj
vſadę	vsadijo
s'	z
eno	eno
rabelſko	rabeljsko
lilo	silo
letó	le-to
oródje	orodje
tę	te
ſmèrti	smrti
v'	v
sęmlo	zemljo
.	.
nikoli	nikoli
niſim	nisem
bila	bila
na-te	nate
jésna	jezna
!	!
tvoj	tvoj
ſtrah	strah
savolj	zavolj
rudezhih	rdečih
rakov	rakov
je	je
prasen	prazen
.	.
luka	luka
.	.
”	”
potle	potlej
jih	jih
na	na
maſli	maslu
zri	cvri
,	,
pa	pa
ne	ne
prevezh	preveč
maſtno	mastno
.	.
jeſęn	jeseni
ſe	se
more	mora
vſselej	vselej
pod	pod
brasdo	brazdo
ſejáti	sejati
,	,
de	da
spomlad	spomladi
sa_volo	zavoljo
veli	veli
-	-
„	„
32	32
„	„
je	je
moſkava	moskva
,	,
popréſhno	poprejšnjo
poglavitno	poglavitno
méſto	mesto
ruſovſkiga	rusovskega
zeſarſtva	cesarstva
,	,
pogoréla	pogorela
.	.
sveta	sveta
troyza	trojica
en	en
ſam	sam
bog	bog
,	,
uſmili	usmili
ſe	se
zhes	čez
naſs	nas
.	.
—	—
ko	ko
ſo	so
ti	ti
shlahtni	žlahtni
zhervi	črvi
pervizh	prvič
is	iz
kine	kine
v	v
europo	evropo
perneſeni	prineseni
bili	bili
v	v
zarigrad	carigrad
,	,
(	(
v	v
konſtantinopel	konstantinopel
)	)
,	,
ſo	so
jih	jih
redili	redili
s	s
perjem	perjem
zhernih	črnih
murv	murv
;	;
ker	ker
ſame	same
te	te
murve	murve
ſo	so
ondi	ondi
od	od
nekadej	nekdaj
snane	znane
bile	bile
.	.
”	”
môja	moja
ljubésen	ljubezen
do	do
ljudi	ljudi
ima	ima
tedaj	tedaj
biti	biti
tvôjimu	tvojemu
ſolnzu	soncu
enaka	enaka
.	.
postava	postava
.	.
hodi	hodi
ſa	za
mano	mano
.	.
baron	baron
.	.
ali	ali
jeſt	jaz
ſim	sem
bil	bil
v	v
iderſki	idrijski
jami	jami
in	in
verh	vrh
nar_vikſhi	najvišje
góre	gore
,	,
na	na
ktero	katero
ſim	sem
slesil	zlezel
;	;
na	na
krajnſkim	kranjskem
je	je
ni	ni
vaſi	vasi
,	,
de	da
bi	bi
v	v
nji	njej
ne	ne
bil	bil
,	,
ako	ako
ſim	sem
vanjo	vanjo
priſhal	prišel
;	;
na	na
ſtopinje	stopinje
ſim	sem
smeril	izmeril
globozhino	globočino
in	in
viſokoſt	visokost
,	,
ſhirjavo	širjavo
in	in
dolgoſt	dolgost
vſih	vseh
krajev	krajev
,	,
ki	ki
ſo	so
krajnſki	kranjski
imenováni	imenovani
;	;
pa	pa
tudi	tudi
po	po
drusih	drugih
deshelah	deželah
ſim	sem
dovolj	dovolj
hodil	hodil
,	,
in	in
niſim	nisem
naſhel	našel
vaſi	vasi
,	,
de	da
bi	bi
imela	imela
,	,
—	—
dobro	dobro
poſluſhajte	poslušajte
,	,
kar	kar
vam	vam
povém	povem
—	—
de	da
bi	bi
imela	imela
ſheſt	šest
oſhtarij	oštarij
,	,
pa	pa
le	le
pêt	pet
oſhtirjev	oštirjev
.	.
sadú	sadu
.	.
to	to
shuganje	žuganje
tiga	tega
ſerditiga	srditega
ştvarnika	stvarnika
,	,
katęru	katero
je	je
on	on
ſhe	še
timu	temu
bratovſkimu	bratovskemu
vhyavzu	ubijalcu
cajnu	kajnu
ſturil	storil
,	,
ſe	se
sdaj	zdaj
ſpolni	izpolni
:	:
tvoj	tvoj
gręh	greh
bo	bo
sdajzi	zdajci
pred	pred
durmi	durmi
.	.
gijezi	gijeci
pride	pride
domu	domov
,	,
pa	pa
je	je
vſe	vse
ſkril	skril
pred	pred
prerokam	prerokom
.	.
kako	kako
ſe	se
imájo	imajo
naſhe	naše
kmetije	kmetije
popravljati	popravljati
,	,
de	da
bo	bo
prav	prav
?	?
mlatizhi	mlatiči
.	.
jas	jaz
ſim	sem
,	,
jas	jaz
jesuſ	jezus
,	,
ki	ki
ſim	sem
bil	bil
krishan	križan
sa	za
vaſ	vas
!	!
ali	ali
kaj	kaj
sa	za
eno	eno
męnjo	menjavo
bó	bo
zhlovèk	človek
dal	dal
sa	za
ſvojo	svojo
duſho	dušo
?	?
koku	kako
sturemo	storimo
mi	mi
pak	pa
ſadosti	zadosti
lubeſni	ljubezni
nashega	našega
bliſhnega	bližnjega
?	?
ja	ja
,	,
jeſt	jaz
vam	vam
povęm	povem
,	,
ſhe	še
vezh	več
kakòr	kakor
eniga	enega
preróka	preroka
.	.
”	”
martinek	martinek
ſe	se
brani	brani
ptizhizo	ptičico
vseti	vzeti
,	,
ki	ki
mu	mu
je	je
bila	bila
od	od
mládiga	mladega
goſpodizha	gospodiča
tak	tako
dobro	dobro
plázhana	plačana
.	.
de	da
je	je
shelesna	železna
zeſta	cesta
s	z
shelesnimi	železnimi
platami	platami
polaſhtana	polaštana
,	,
bi	bi
snali	znali
ſhe	še
nekteri	nekateri
miſliti	misliti
.	.
skerbno	skrbno
ſim	sem
tehtal	tehtal
ali	ali
vagal	vagal
zhbele	čebele
na	na
jeſen	jesen
in	in
pomlad	pomlad
,	,
in	in
najdil	našel
ſim	sem
,	,
de	da
panj	panj
,	,
kteri	kateri
veliko	veliko
zhbel	čebel
ali	ali
muh	muh
ima	ima
,	,
vſe	vse
bolj	bolj
varno	varno
preshivi	preživi
,	,
in	in
nizh	nič
vezh	več
ne	ne
potrebuje	potrebuje
shivesha	živeža
po_simi	pozimi
,	,
kakor	kakor
panj	panj
,	,
kteri	kateri
malo	malo
muh	muh
ima	ima
.	.
od.	od
ja	ja
!	!
matizh.	matič.
genovefa	genovefa
je	je
rêkla	rekla
:	:
„	„
ne	ne
jokaj	jokaj
ſe	se
,	,
drago	drago
déte	dete
!	!
pervi	prvi
sharki	žarki
ſe	se
unemajozhe	vnemajoče
pameti	pameti
,	,
perve	prve
iſkrize	iskrice
prôſte	proste
ljubésni	ljubezni
,	,
ktéro	katero
je	je
pri	pri
njêm	njem
ſpasila	opazila
,	,
ſo	so
jo	jo
neisrezhêno	neizrečeno
veſelile	veselile
,	,
in	in
vſak	vsak
dan	dan
ji	ji
je	je
obilniſhi	obilnejše
in	in
mnosheji	množnejše
materſke	materinske
radoſti	radosti
prinéſel	prinesel
.	.
prijatel	prijatelj
!	!
tega	tega
antijoha	antioha
,	,
kteri	kateri
je	je
bil	bil
do	do
drusih	drugih
tako	tako
neisrezheno	neizrečeno
neuſmiljen	neusmiljen
,	,
ino	in
ſe	se
ni	ni
bal	bal
ne	ne
ljudi	ljudi
ne	ne
boga	boga
,	,
je	je
kmal	kmalu
tudi	tudi
saſlushena	zaslužena
ſhiba	šiba
sadela	zadela
.	.
na_ravnoſt	naravnost
je	je
ptizhiza	ptičica
na	na
njega	njega
sletéla	zletela
.	.
bogu	bogu
,	,
inu	in
njegovi	njegovi
beſſedi	besedi
sem	sem
jeſt	jaz
virjella	verjela
,	,
inu	in
od	od
te	te
ni	ni
mogl	mogel
mene	mene
nobedn	nobeden
odmakniti	odmakniti
.	.
ti	ti
ſi	si
me	me
s	s
tém	tem
otrôkam	otrokom
obdaril	obdaril
,	,
ti	ti
ſi	si
mu	mu
shivljenje	življenje
dal	dal
!	!
ko	ko
je	je
jesuſ	jezus
védil	vedel
,	,
de	da
vſe	vse
opominjevanje	opominjanje
nizh	nič
ne	ne
sda	zda
;	;
mu	mu
je	je
sadnjizh	zadnjič
djal	dejal
:	:
„	„
no	no
,	,
pa	pa
ſtóri	stori
no	no
,	,
kar	kar
miſliſh	misliš
,	,
ino	in
ne	ne
opotavljaj	obotavljaj
ſe	se
ſhe	še
!	!
(	(
kakó	kako
neki	neki
ruſovſki	rusovski
sdravitelj	zdravitelj
pijanzhevati	pijančevati
odvaduje	odvadi
).	).
—	—
pripovédovala	pripovedovala
ſim	sem
ti	ti
shé	že
ſizer	sicer
,	,
de	da
imá	ima
nebéſhki	nebeški
ôzhe	oče
tudi	tudi
ſina	sina
,	,
ki	ki
mu	mu
je	je
po_vſe	povsem
enák	enak
.	.
o	o
,	,
ali	ali
mi	mi
moreſh	moreš
odpuſtiti	odpustiti
?	?
goſpá	gospa
.	.
(	(
potrebna	potrebna
opómbá	opomba
)	)
.	.
20.	20.
en	en
ſtèrti	strti
tèrſt	trst
ne	ne
bó	bo
on	on
slomil	zlomil
,	,
inu	in
enu	eno
predivu	predivo
,	,
katęru	katero
tèly	tli
,	,
ne	ne
bó	bo
on	on
vgaſsnil	ugasnil
,	,
dókler	dokler
on	on
ſodbo	sodbo
isvèrshe	izvrši
h'	h
premaganju	premaganju
.	.
”	”
on	on
pergliha	priglihati
neuſmiljeniga	neusmiljenega
,	,
kteri	kateri
na	na
jeſen	jesen
zhbele	čebele
mori	mori
,	,
s	s
tiſtim	tistim
divjakam	divjakom
,	,
kteri	kateri
zelo	celo
drevo	drevo
poſeka	poseka
,	,
kader	kadar
ga	ga
jabuke	jabolka
jeſti	jesti
mika	mika
.	.
kroták	krotak
,	,
inu	in
is	iz
ſèrza	srca
ponishèn	ponižen
,	,
inu	in
vy	vi
bóte	boste
pokoj	pokoj
neſhli	našli
vaſhim	vašim
duſham	dušam
.	.
zhe	če
ſo	so
le	le
kaziga	kakega
bolnika	bolnika
v'	v
póſtelji	postelji
na	na
pot	pot
poloshili	položili
,	,
de	da
ga	ga
je	je
ſenza	senca
memo	mimo
gredózhiga	gredočega
apoſteljna	apostola
obſhla	obšla
,	,
je	je
bil	bil
she	že
osdravljen	ozdravljen
.	.
israelovi	izraelovi
otrozi	otroci
ſo	so
sdaj	zdaj
od	od
vſih	vseh
krajev	krajev
saperti	zaprti
.	.
28.	28.
pridite	pridite
k'	k
meni	meni
vſi	vsi
,	,
katęri	kateri
ſe	se
trudite	trudite
,	,
inu	in
ſte	ste
oblosheni	obloženi
,	,
inu	in
jeſt	jaz
vaſs	vas
bóm	bom
poshivel	poživil
.	.
shene	žene
ſo	so
ſkerbniſhi	skrbnejše
sa	za
ſnashnoſt	snažnost
,	,
is	iz
njęh	njih
zhędneh	čednih
rok	rok
je	je
vſe	vse
perjętniſhi	prijetnejše
,	,
one	one
ſe	se
snajo	znajo
urniſhi	urnejše
obrázhati	obračati
,	,
imajo	imajo
bol	bolj
ojſter	oster
pokûſ	okus
,	,
bìſtriſhi	bistrejši
poduh	poduh
sa	za
raslozhiti	razločiti
,	,
kaj	kaj
bolſhi	boljše
,	,
kaj	kaj
sdràviſhi	zdravejše
.	.
matizh.	matič.
“	“
157.	157.
kuhana	kuhana
bísena	vizina
.	.
oba	oba
gréſta	gresta
tedaj	tedaj
v	v
votlino	votlino
,	,
in	in
boleſlav	boleslav
ji	ji
prinêſe	prinese
polno	polno
buzho	bučo
mléka	mleka
in	in
jerbaſzhek	jerbašček
ſadja	sadja
,	,
in	in
genovefa	genovefa
mu	mu
je	je
mógla	morala
vſe	vse
na_tanko	natanko
povédati	povedati
,	,
kako	kako
je	je
ovzhjo	ovčjo
obléko	obleko
dobila	dobila
.	.
vſe	vse
ſkup	skupaj
męſhaj	mešaj
eno	eno
zhetert	četrt
ure	ure
,	,
pomashi	pomaži
pleh	pleh
inu	in
obod	obod
s'	s
putram	putrom
,	,
nalì	nalij
kuhanje	kuhanje
notri	notri
,	,
pozhaſi	počasi
pezi	peci
v'	v
tortni	tortni
ponvi	ponvi
,	,
inu	in
s'	s
zukram	cukrom
potręſi	potresi
.	.
urno	urno
je	je
nasáj	nazaj
tékel	tekel
ſe	se
v	v
votlíno	votlino
ſkrit	skrit
.	.
„	„
gléj	glej
,	,
ljubi	ljubi
ſin	sin
!	!
ta	ta
otshe	hoče
namogozhe	nemogoče
rezhy	reči
mogozhe	mogoče
sturiti	storiti
,	,
katire	kateri
męne	meni
,	,
de	da
je	je
v'	v
stanu	stanu
bres	brez
treſlivoſte	tresljivost
divishtvu	devištvo
bres	brez
tadla	tadla
ohraniti	ohraniti
,	,
ſakaj	zakaj
nekjer	nikjer
dergi	drugje
nadella	ne_dela
toku	tako
ſlo	zlo
silo	silo
tu	to
ostudnu	ostudno
reſlushtanje	razluštanje
,	,
koker	kakor
kjer	kjer
je	je
ſa	za
krof	krof
polnu	polno
koritu	korito
klaſtja	klastja
.	.
shitna	žitna
zena	cena
v	v
letu	letu
1818	1818
pred	pred
shetvijo	žetvijo
.	.
h'	k
tęm	tem
vunajmm	vnanjim
ſovrashnikam	sovražnikom
perſtopio	pristopijo
potle	potlej
naſhi	naši
domazhi	domači
,	,
katęri	kateri
