solo	Sólo
no	no
saver	saber
si	si
allaria	hallaría
PortaDor	portador
sierto	cierto
no	no
saque	saqué
serteficacion	certificación
a	a
el	el
cura	cura
	,
Pero	pero
guro	juro
a	a
Dios	Dios
i	y
a	a
esta	esta
crus	cruz
que	que
es	es
Berdad	verdad

esa	Esa
carta	carta
que	que
ba	va
dentro	dentro
d	de
este	este
pliego	pliego
estimare	estimaré
vmd	VM
la	la
remita	remita
a	a
el	el
campillo	Campillo
de	de
arenas	Arenas
	,
que	que
es	es
para	para
unna	una
mujer	mujer
que	que
tenia	tenía
a	a
su	su
marido	marido
en	en
serviçio	servicio
del	del
rei	rey
en	en
este	este
egerçito	ejército
,	,
el	el
qual	cual
murio	murió
en	en
este	este
hospital	hospital

Por	Por
mar	mar
tuvimos	tuvimos
todo	todo
el	el
ventaxa	ventaja
que	que
podiamos	podíamos
desear	desear
	,
alabado	alabado
sea	sea
Dios	Dios

bibia	Vivía
en	en
balladolid	Valladolid
,	--
i	y
aora	ahora
	,
como	como
digo	digo
	,
en	en
la	la
billa	villa
de	de
potes	Potes

Los	Los
padres	padres
de	de
felix	Félix
de	de
Huarte	Huarte
y	y
su	su
muger	mujer
an	han
muerto	muerto

.	»
sigunda	Segunda
en	en
la	la
misma	misma
forma	forma
	,
diziendo	diciendo
me	me
avia	había
ya	ya
escrito	escrito
.	--
tercera	tercera
	,
quatro	cuatro
Ringlones	renglones
que	que
son	son
los	los
sites	siguientes
	:
	«
esta	Ésta
no	no
sirve	sirve
de	de
mas	más
que	que
de	de
acuerdo	acuerdo
de	de
que	que
tengo	tengo
a	a
vmd	VM
escrito	escrito
otras	otras
2	2

la	La
que	que
al	al
presente	presente
--	--
goso	gozo
io	yo
i	y
mi	mi
esposa	esposa
i	y
mi	mi
señora	señora
es	es
Boina	buena
	,
a	a
Dios	Dios
las	las
grasias	gracias
	,
i	y
todos	todos
Besamos	besamos
a	a
vmd	VM
la	la
mano	mano

De	De
sumo	sumo
Gusto	gusto
sera	será
para	para
mi	mí
;	--
y	y
mi	mi
hija	hija
que	que
Vm	VM
goze	goce
salud	salud
y	y
que	que
sea	sea
por	por
mus	muchos
años	años
	,
y	y
que	que
buelva	vuelva
con	con
ella	ella
a	a
su	su
casa	casa
	,
como	como
deseo	deseo

de	De
ellos	ellos
	,
solo	sólo
me	me
viven	viven
dos	dos
	:
la	la
primera	primera
nina	niña
	,
llamada	llamada
Maria	María
rossa	Rosa
	,
de	de
edad	edad
de	de
doze	doce
anos	años
	,
es	es
ayxada	ahijada
de	de
felix	Félix
de	de
huarte	Huarte
	,
quien	quien
la	la
saco	sacó
de	de
pila	pila
,	,
y	y
un	un
niño	niño
llamado	llamado
Angel	Ángel
de	de
diez	diez
anos	años
de	de
edad	edad
.	--
diez	diez
años	años
y	y
en	en
ella	ella
me	me
casse	casé

mi	Mi
sr	señor
se	se
le	le
paça	pasa
cada	cada
dia	día
un	un
siglo	siglo
y	y
ansi	así
no	no
haçe	hace
caso	caso
de	de
dino	dinero
	,
ni	ni
q	que
vayan	vayan
uno	uno
	,
ni	ni
otro	otro
correo	correo
por	por
la	la
brevd	brevedad
	,
pues	pues
vsia	VSa
dize	dice
muy	muy
bien	bien
q	que
es	es
contra	contra
razon	razón
y	y
derecho	derecho
quitar	quitar
la	la
comunicacion	comunicación
entre	entre
marido	marido
y	y
muger	mujer

y	Y
me	me
alegre	alegré
por	por
el	el
acçidente	accidente
que	que
sobrevino	sobrevino
de	de
quereros	quereros
prender	prender
,	,
que	que
	,
llegando	llegando
antes	antes
en	en
casa	casa
de	de
bernal	Bernal
	,
estaba	estaba
Alfonso	Alfonso
Martinez	Martínez
hablando	hablando
con	con
el	el
cura	cura
de	de
Maxe	Mascaraque
y	y
me	me
dixo	dijo
le	le
avia	había
preguntado	preguntado
por	por
ti	ti
y	y
que	que
tenia	tenía
deseo	deseo
de	de
verte	verte

de	De
vmd	VM
	,
Basco	Basco
Pereira	Pereira
S	Señor
Barme	Bartolomé
Lopez	López
Telles	Telles

Don	Don
Phelipe	Felipe
Castejon	Castejón
Joseh	José
de	de
aro	Aro

y	Y
tanbien	también
	,
como	como
yo	yo
me	me
sali	salí
de	de
en	en
casa	casa
de	de
el	el
caPitan	capitán
	,
no	no
he	he
tenido	tenido
cosa	cosa
de	de
asiento	asiento
hasta	hasta
agora	ahora
	,
que	que
estoi	estoy
en	en
una	una
cassa	casa
mui	muy
honrrada	honrada
donde	donde
se	se
me	me
haçe	hace
grandissima	grandísima
md	merced

y	Y
lo	lo
peor	peor
para	para
mi	mí
es	es
aora	ahora
que	que
no	no
puedo	puedo
acudir	acudir
en	en
persona	persona
a	a
hazer	hacer
los	los
despachos	despachos

tu	Tu
esposso	esposo
que	que
mas	más
que	que
a	a
si	sí
te	te
ama	ama
y	y
estima	estima
	,
françisco	Francisco
chacon	Chacón
A	A
mi	mi
compe	compadre
	,
el	el
capn	capellán
Juan	Juan
ygnasio	Ignacio
	,
besso	beso
las	las
manos	manos
	;
y	y
a	a
mi	mi
come	comadre
	;
y	y
a	a
todos	todos
los	los
de	de
su	su
cassa	casa

Beso	Beso
las	las
manos	manos
de	de
vm	VM
	,
Isaac	Isaac
Balde	Balde
Domingo	Domingo
de	de
Sta	Santa
Marina	Marina

B	Besa
l	la
M	mano
de	de
vm	VM
su	su
Ad	Adrián
semming	Semming
y	y
J	Juan
Bilos	Bilos
Domingo	Domingo
de	de
Sta	Santa
Marina	Marina

que	Que
por	por
aqua	acá
buscara	buscará
su	su
vida	vida
	,
pues	pues
aqa	acá
gozara	gozará
de	de
su	su
libertad	libertad
,	--
y	y
mi	mi
sobrino	sobrino

ya	Ya
podras	podrás
entender	entender
el	el
grande	grande
sintimto	sentimiento
que	que
nos	nos
causaria	causaría
buestra	vuestra
prision	prisión

no	No
canso	canso
mas	más
a	a
Vmd	VM
	,
solo	sólo
que	que
me	me
le	le
gde	guarde
nuestro	Nuestro
señor	Señor
los	los
años	años
de	de
su	su
Mayor	mayor
deseo	deseo

fran	Francisco
de	de
abila	Ávila
Mi	Mi
ermano	hermano
i	y
S	señor
lorenco	Lorenzo
ramos	Ramos
de	de
abila	Ávila

fr	Fray
leandro	Leandro
Muy	Muy
señora	señora

al	Al
q	que
scriviere	escribiere
pagara	pagará
vmd	VM
	,
q	que
todo	todo
saldra	saldrá
en	en
la	la
colada	colada

a	A
Dios	Dios
que	que
te	te
me	me
guarde	guarde
	,
ermano	hermano
i	y
S	señor
	,
los	los
años	años
de	de
mi	mi
deseio	deseo

buelbo	Vuelvo
a	a
dezir	decir
que	que
mi	mi
me	madre
y	y
tia	tía
catalina	Catalina
y	y
todos	todos
los	los
demas	demás
nuestros	nuestros
deudos	deudos
los	los
llevo	llevó
dios	Dios
	,
y	y
solo	sólo
emos	hemos
quedado	quedado
yo	yo
y	y
mi	mi
herma	hermana
la	la
religiossa	religiosa

y	Y
si	si
Vmd	VM
me	me
la	la
isere	hiciere
	,
la	la
recebira	recibirá
manuel	Manuel
de	de
amesquita	Amezquita
	,
coredor	corredor
de	de
cambios	cambios
	,
o	o
manuel	Manuel
enriques	Enríquez
	,
coredor	corredor
de	de
lonja	lonja
	,
que	que
bibe	vive
en	en
la	la
calle	calle
de	de
los	los
peligros	Peligros
	,
que	que
cualquera	cualquiera
d	de
ellos	ellos
enformaran	informarán
quien	quién
soy	soy
a	a
Vmd	VM
	,
a	a
quien	quien
dios	Dios
gde	guarde
largos	largos
años	años
en	en
conpanhia	compañía
de	de
toda	toda
su	su
obligasion	obligación

el	El
casso	caso
es	es
que	que
se	se
las	las
quitan	quitan
en	en
la	la
estafeta	estafeta
	,
de	de
que	que
necesita	necesita
vmd	VM
ponerse	ponerse
a	a
la	la
vista	vista
a	a
ver	ver
quien	quién
las	las
pide	pide
	,
que	que
ha	ha
de	de
ser	ser
por	por
parte	parte
de	de
una	una
perssona	persona
que	que
me	me
tiene	tiene
escripto	escrito
3	3
vezes	veces

todo	Todo
lo	lo
demas	demás
se	se
quedaron	quedaron
ellos	ellos
	,
porque	porque
Don	don
Pedro	Pedro
loperena	Loperena
les	les
dexo	dejó
quanto	cuanto
tenia	tenía
	,
que	que
ymporto	importó
mucho	mucho
a	a
Pedro	Pedro
loperena	Loperena
su	su
Hermo	hermano

avia	Había
comprado	comprado
dos	dos
pacas	pacas
vaquetas	vaquetas
,	,
pero	pero
viniendo	viniendo
a	a
recebirlas	recibirlas
el	el
uno	uno
solo	sólo
se	se
hallo	halló
bueno	bueno
	,
que	que
he	he
embiado	enviado
a	a
vm	VM
con	con
nao	nao
el	El
Salvador	Salvador
	(
mre	maestre
Mateo	Mateo
Bomelder	Bomelder
,	)

yo	Yo
le	le
escribire	escribiré
de	de
aina	aína
y	y
lo	lo
ara	hará
	,
qu	que
es	es
mi	mi
procurador	procurador
y	y
amigo	amigo

no	No
se	sé
adonde	adónde
avia	había
de	de
ser	ser

esta	Ésta
va	va
por	por
bordeos	Burdeos

Pero	Pero
tu	tú
eres	eres
un	un
Vellaco	bellaco
,	--
y	y
luego	luego
te	te
mudas	mudas
con	con
el	el
tiemPo	tiempo

Anto	Antonio
de	de
Cacares	Cáceres
Luego	Luego
que	que
Vmd	VM
entrege	entregue
lo	lo
que	que
me	me
ofrece	ofrece
por	por
la	la
suia	suya
a	a
Mel	Manuel
enriquez	Enríquez
me	me
seran	serán
dados	dados

La	La
mesma	misma
propusicion	proposición
que	que
hace	hace
oy	hoy
la	la
senora	señora
escolastica	Escolástica
me	me
hizo	hizo
abra	habrá
cinco	cinco
años	años
	,
por	por
mano	mano
de	de
un	un
relixiosso	religioso
	,
franco	Francisco
de	de
esaud	Esaud

yo	Yo
y	y
todos	todos
mis	mis
hermanos	hermanos
y	y
hermanas	hermanas
la	la
gosamos	gozamos
a	a
el	él
	,
grasias	gracias
al	al
Servisio	servicio
de	de
vmds	VMs

Guadalaxa	Guadalajara
	,
31	31
de	de
Mayo	mayo
de	de
1686	1686
mucho	Mucho
siervo	siervo
de	de
V	vuestra
R	reverenda
	,
sr	señor
Diego	Diego
de	de
Js	Jesús
	,
Ma	María
	,
Joseph	José
Sean	Sean
con	con
v	vuestra
r	reverenda
Me	madre
nra	nuestra
y	y
le	le
comuniquen	comuniquen
mucho	mucho
de	de
su	su
graçia	gracia
con	con
la	la
salud	salud
que	que
le	le
dezeo	deseo
,	,
que	que
todo	todo
purgo	purgo
le	le
será	será
neçessario	necesario
,	--
pa	para
llevar	llevar
con	con
paçiencia	paciencia
el	el
trabajo	trabajo
en	en
que	que
se	se
alla	halla

avemos	Hemos
buelto	vuelto
a	a
ganar	ganar
a	a
naerder	Naarden
	,
lugar	lugar
fortissimo	fortísimo

y	Y
no	no
piensse	piense
que	que
lo	lo
a	ha
de	de
negociar	negociar
con	con
50	50
R	reales
	,
como	como
hiço	hizo
en	en
Alcala	Alcalá
	,
que	que
le	le
juro	juro
que	que
a	ha
de	de
ir	ir
a	a
Toledo	Toledo
con	con
mi	mi
primo	primo

a	A
todos	todos
i	y
todas	todas
beso	beso
sus	sus
manos	manos
con	con
las	las
de	de
vmd	VM

y	Y
asimesmo	asimismo
estoy	estoy
çierto	cierto
que	que
el	el
Conde	conde
	,
mi	mi
sor	señor
	,
siempre	siempre
se	se
mostrara	mostrará
agradecido	agradecido
a	a
la	la
memoria	memoria
del	del
sor	señor
Don	don
ferndo	Fernando
y	y
hara	hará
en	en
Abono	abono
de	de
Vm	VM
y	y
de	de
sus	sus
cosas	cosas
todo	todo
lo	lo
que	que
pueda	pueda
y	y
no	no
querra	querrá
quedarsse	quedarse
con	con
nada	nada
de	de
su	su
hazienda	hacienda
	,
a	a
lo	lo
ql	cual
ayudare	ayudaré
yo	yo
tambien	también
con	con
muy	muy
buea	buena
voluntd	voluntad

Servitor	Servidor
y	y
Amigo	amigo
de	de
Vm	VM
	,
Alonsso	Alonso
Ruiz	Ruiz
de	de
Rivera	Rivera
Por	Por
muchos	muchos
ducados	ducados
mas	más
me	me
hubieran	hubieran
mandado	mandado
obligar	obligar
	,
sino	sino
que	que
preguntaron	preguntaron
quantas	cuántas
leguas	leguas
havia	había

la	La
de	de
Madrid	Madrid
del	del
otro	otro
estimo	estimo
el	el
recuerdo	recuerdo

en	En
las	las
indias	Indias
disen	dicen
le	le
quedavan	quedaban
66	66
pezos	pesos
,	--
que	que
avian	habían
de	de
vinir	venir
a	a
poder	poder
de	de
un	un
don	don
gaspar	Gaspar
de	de
enares	Henares
	,
vzo	vecino
de	de
Cadis	Cádiz

y	Y
ansi	así
lo	lo
proveyeron	proveyeron
y	y
mandaron	mandaron
en	en
Md	Madrid
a	a
siete	siete
de	de
agosto	agosto
de	de
mill	mil
y	y
seisçientos	seiscientos
y	y
quarenta	cuarenta
y	y
ocho	ocho
años	años

de	De
Vm	VM
servidor	servidor
	,
Mel	Manuel
Ross	Rodrigues
Mendes	Mendes
senora	Señora
Leonarda	Leonarda
Maria	María

vmd	VM
tenga	tenga
pasencia	paciencia

yo	Yo
	,
mi	mi
alma	alma
	,
no	no
tengo	tengo
quando	cuándo
salir	salir
d	de
esta	esta
suidad	ciudad
	,
porque	porque
te	te
sertifico	certifico
que	que
todo	todo
qto	cuanto
truje	traje
a	ha
sido	sido
menester	menester
bender	vender
para	para
comer	comer
y	y
bestir	vestir

el	El
,	--
valor	valor
y	y
animo	ánimo
vale	vale
en	en
estas	estas
ocaziones	ocasiones

palamos	Palamós
	,
i	y
febrero	febrero
22	22
de	de
1676	1676

el	El
frances	francés
por	por
tiera	tierra
ast	hasta
agora	ahora
no	no
a	ha
hecho	hecho
nada	nada
y	y
se	se
va	va
del	del
un	un
parte	parte
al	al
otro	otro

Jesus	Jesus
	,
Ma	María
	,
Josef	José

para	Para
el	el
proximo	próximo
sacaremos	sacaremos
la	la
cuenta	cuenta
general	general
para	para
que	que
vm	VM
bea	vea
como	cómo
estamos	estamos

el	El
caso	caso
es	es
que	que
se	se
las	las
quitan	quitan
en	en
la	la
estafeta	estafeta
	,
de	de
que	que
necessita	necesita
vmd	VM
ponerse	ponerse
a	a
la	la
vista	vista
a	a
ver	ver
quien	quién
las	las
pide	pide
	,
que	que
ha	ha
de	de
ser	ser
por	por
parte	parte
de	de
una	una
perssona	persona
que	que
me	me
tiene	tiene
escrito	escrito
tres	tres
vezes	veces

y	Y
le	le
suppco	suplico
q	que
d	de
ellos	ellos
pague	pague
el	el
coste	coste
de	de
una	una
libra	libra
de	de
azucar	azúcar
esponjado	esponjado
q	que
a	ha
de	de
traer	traer

y	Y
yo	yo
no	no
tengo	tengo
respondido	respondido
a	a
ellas	ellas
sin	sin
primero	primero
me	me
informar	informar
de	de
vmd	VM
quien	quién
era	era
que	que
dhas	dichas
cartas	cartas
mandava	mandaba

md	Madrid
	,
a	a
11	11
de	de
mayo	mayo
de	de
661	661

a	A
vmd	VM
gde	guarde

ya	Ya
beo	veo
la	la
buena	buena
assitencia	asistencia
que	que
hazes	haces
a	a
mi	mi
hermo	hermano
pedro	Pedro
y	y
me	me
guelgo	huelgo
de	de
su	su
nuebo	nuevo
estado	estado

En	En
quanto	cuanto
a	a
cobranças	cobranzas
no	no
le	le
quiero	quiero
dar	dar
passiones	pasiones
	,
que	que
basta	basta
las	las
que	que
io	yo
tengo	tengo
acerca	acerca
d	de
ellas	ellas
el	el
verme	verme
al	al
pressente	presente
sin	sin
un	un
Rl	real
y	y
enpenado	empeñado
en	en
la	la
letra	letra
que	que
mande	mandé

en	En
tres	tres
dias	días
fue	fue
forzado	forzado
aviendo	habiendo
dentro	dentro
tres	tres
mil	mil
hombres	hombres
de	de
los	los
mejores	mejores
de	de
la	la
armada	armada
frances	francés

que	Que
juro	juro
a	a
dios	Dios
que	que
	,
a	a
no	no
estar	estar
el	el
macho	macho
de	de
verde	verde
	,
que	que
me	me
avia	había
de	de
ir	ir
a	a
esa	ésa
a	a
estar	estar
un	un
par	par
de	de
dias	días
pa	para
me	me
quitar	quitar
--	--
parte	parte
de	de
la	la
melencolia	melancolía
que	que
oi	hoy
tengo	tengo

el	El
dia	día
de	de
feria	feria
	,
Por	por
no	no
Venir	venir
Pna	persona
de	de
tu	tu
casa	casa
	,
deje	dejé
de	de
remitirte	remitirte
un	un
zestico	cestico
de	de
uvas	uvas

hagame	Hágame
Vmrd	VM
mrd	merced
de	de
no	no
decir	decir
nada	nada
de	de
todo	todo
esto	esto
a	a
nadie	nadie
	,
q	que
espero	espero
que	que
a	a
Vm	VM
le	le
a	ha
de	de
baler	valer
este	este
negoçio	negocio
alguna	alguna
cossa	cosa
de	de
Importançia	importancia

que	Que
me	me
abise	avise
como	cómo
esta	está
mi	mi
señora	señora
	,
que	que
io	yo
e	he
escrito	escrito
dos	dos
o	o
tres	tres
cartas	cartas
a	a
mi	mi
casa	casa
i	y
no	no
me	me
an	han
respondido	respondido

Para	Para
pazes	paces
no	no
ay	hay
apparençias	apariencias
y	y
sera	será
menester	menester
tomarse	tomarse
mesura	mesura
para	para
ello	ello
	,
porque	porque
con	con
haçer	hacer
nada	nada
tanpoco	tampoco
nada	nada
se	se
gana	gana

en	En
las	las
de	de
vmd	VM
para	para
el	el
Correo	correo
escrivere	escribiré
dos	dos
Renglones	renglones
	,
no	no
mas	más
	,
por	por
la	la
estafeta	estafeta

y	Y
yo	yo
ofresco	ofrezco
como	como
la	la
vieja	vieja
ni	ni
blanquilla	blanquilla
para	para
servir	servir
a	a
vsia	VSa
como	como
mi	mi
persona	persona
lo	lo
esta	está

Al	Al
segundo	segundo
capitulo	capítulo
Respondo	respondo
que	que
el	el
agente	agente
andubo	anduvo
acertado	acertado
en	en
no	no
mandar	mandar
el	el
auto	auto
que	que
salio	salió
del	del
consejo	consejo
a	a
favor	favor
de	de
Vm	VM
para	para
que	que
pagase	pagase
Dn	don
franco	Francisco
de	de
Billa	Villa
prego	Prego
y	y
sus	sus
fiadores	fiadores

sirvase	Sírvase
Vm	VM
de	de
perdonar	perdonar
el	el
enffado	enfado
y	y
de	de
saberme	saberme
si	si
esta	está
en	en
esta	esta
corte	corte
el	el
Sr	señor
Franco	Francisco
Gomez	Gómez
Romano	Romano
	,
porq	porque
me	me
dio	dio
palabra	palabra
q	que
me	me
abia	había
de	de
acomodar	acomodar
con	con
Franco	Francisco
Lopez	López
pimintel	Pimentel
si	si
tomara	tomara
las	las
salinas	salinas

y	Y
quierriendo	queriendo
que	que
lo	lo
cumpre	compre
lo	lo
hare	haré
luego	luego
;	,
y	y
tambien	también
los	los
albarnoces	albornoces
y	y
Pelos	pelos
de	de
camellos	camellos
que	que
vm	VM
pide	pide

oy	Hoy
o	o
manana	mañana
se	se
aguarda	aguarda
partida	partida
de	de
cera	cera

aunque	Aunque
los	los
dias	días
pasados	pasados
le	le
escrivi	escribí
a	a
Vmd	VM
i	y
no	no
tuve	tuve
repuesta	respuesta
	,
i	y
el	el
estar	estar
con	con
estrema	extrema
nececidad	necesidad
me	me
obliga	obliga
a	a
suplicarle	suplicarle
me	me
favoresca	favorezca
con	con
alguna	alguna
causa	causa
	,
porque	porque
quien	quien
lo	lo
asia	hacía
me	me
an	han
faltado	faltado
i	y
no	no
tengo	tengo
n	en
esa	esa
villa	villa
de	de
quien	quién
valerme	valerme

son	Son
penciones	pensiones
de	de
lugares	lugares
cortos	cortos

En	En
fin	fin
	,
Señor	señor
mio	mío
	,
el	el
tiempo	tiempo
dira	dirá
lo	lo
que	que
a	ha
de	de
ser	ser

y	Y
en	en
la	la
misma	misma
moneda	moneda
nos	nos
pagaremos	pagaremos
con	con
la	la
verdad	verdad
	,
como	como
se	se
vera	verá
a	a
su	su
tiempo	tiempo

encomiendenos	Encomiéndenos
a	a
dios	Dios
	,
q	que
guarde	guarde
a	a
vmd	VM
	,
i	y
me	me
abise	avise
de	de
su	su
salu	salud
i	y
de	de
todo	todo
lo	lo
q	que
ai	hay
de	de
nuebo	nuevo

y	Y
en	en
quanto	cuanto
a	a
Dn	don
Joseph	José
Marino	Marino
	,
su	su
sobrino	sobrino
queRido	querido
	,
no	no
Blasone	blasone
tanto	tanto
de	de
Jupiter	Júpiter
	(
que	que
es	es
Bernardo	Bernardo
,	:
me	me
parese	parece
cayo	cayó
desGrasiado	desgraciado
con	con
Benus	Venus
,	,
qu	que
es	es
domine	dómine
Barme	Bartolomé
	)

y	Y
lo	lo
que	que
no	no
embiare	enviare
creya	crea
vm	VM
es	es
por	por
no	no
lo	lo
haver	haber
hallado	hallado
a	a
proposito	propósito
o	o
bueno	bueno
	,
porque	porque
en	en
todo	todo
quiero	quiero
que	que
sea	sea
servido	servido
vm	VM
como	como
lo	lo
merece	merece

Ademas	Además
q	que
el	el
Poder	poder
era	era
bastante	bastante
pa	para
Acreditar	acreditar
al	al
testim	testimonio
q	que
dize	dice
le	le
remita	remita

vmd	VM
se	se
aparte	aparte
lo	lo
mas	más
que	que
pueda	pueda
de	de
tal	tal
jente	gente
	,
porque	porque
no	no
son	son
de	de
codiçia	codicia

y	Y
deseos	deseos
	,
su	su
exa	excelencia
	,
creo	creo
	,
se	se
yra	irá
ablandando	ablandando

N	Nuestro
Pe	padre
Diffor	definidor
primero	primero
no	no
vino	vino
a	a
diffinito	definitorio
por	por
hallarse	hallarse
malo	malo

mucho	Mucho
me	me
alegro	alegró
haver	haber
tenido	tenido
esta	esta
ocassion	ocasión
;	--
para	para
ponerme	ponerme
a	a
su	su
obediençia	obediencia
de	de
Vm	VM
	,
deseando	deseando
tener	tener
muchas	muchas
ordenes	órdenes
de	de
su	su
agrado	agrado
en	en
q	que
manifestar	manifestar
mi	mi
buena	buena
voluntad	voluntad

gde	Guarde
Dios	Dios
a	a
Vm	VM

e	He
sentido	sentido
lo	lo
vastante	bastante
las	las
muertes	muertes
del	del
hijo	hijo
y	y
her	hermano
	,
que	que
para	para
mi	mí
son	son
noticias	noticias
frescas	frescas

y	Y
procure	procure
vmd	VM
otra	otra
carta	carta
a	a
Jorjes	Jorges
	,
el	el
que	que
la	la
lleva	lleva
	,
que	que
sera	será
otro	otro
canto	canto
d	de
esta	ésta
que	que
rimito	remito
a	a
Manuel	Manuel

y	Y
no	no
ay	hay
que	que
reparar	reparar
en	en
nada	nada
pues	pues
todo	todo
es	es
hasta	hasta
la	la
venida	venida
de	de
la	la
dispensa	dispensa
a	a
Don	don
Hurtado	Hurtado

que	Que
zierto	cierto
siento	siento
mucho	mucho
la	la
vellaqueria	bellaquería
que	que
esos	esos
señores	señores
an	han
hecho	hecho
con	con
mi	mi
primo	primo
	,
levantando	levantando
testimonios	testimonios
tan	tan
ynfames	infames
como	como
hacen	hacen

miren	Miren
que	que
no	no
le	le
ba	va
menos	menos
que	que
vida	vida
y	y
açienda	hacienda
i	y
onrra	honra
i	y
uno	uno
estar	estar
esta	esta
cantidad	cantidad
para	para
tal	tal
dia	día
en	en

Hermano	Hermano
mio	mío
	,
no	no
podre	podré
yo	yo
dezir	decir
lo	lo
que	que
quissiera	quisiera
con	con
las	las
bozes	voces
que	que
son	son
necesarias	necesarias

despues	Después
de	de
tantos	tantos
agasajos	agasajos
	,
aber	haber
echo	hecho
un	un
desacato	desacato
q	que
me	me
mortifica	mortifica

dios	Dios
acuda	acuda
por	por
quien	quien
el	él
es	es

aora	Ahora
arde	arde
como	como
el	el
dia	día
primero	primero
	,
mas	mas
estan	están
trabagando	trabajando
mas	más
de	de
cien	cien
onbres	hombres
i	y
toda	toda
la	la
gustisia	justicia
i	y
la	la
guarda	guarda
del	del
rei	rey
porq	porque
no	no
lhege	llegue
nadie	nadie

pues	Pues
yo	yo
	,
de	de
lo	lo
q	que
me	me
a	ha
tocado	tocado
	,
le	le
a	ha
dado	dado
para	para
firmeça	firmeza
de	de
lo	lo
exterior	exterior
	,
y	y
A	ha
sido	sido
de	de
manera	manera
q	que
su	su
sia	señoría
se	se
me	me
A	ha
Alçado	alzado
con	con
ella	ella
y	y
no	no
me	me
A	ha
querido	querido
ynbiar	enviar
para	para
Responder	responder
a	a
vsia	VSa

su	Su
fierto	hierro
sin	sin
perder	perder
ocasion	ocasión
tengo	tengo
de	de
vender	vender

dios	Dios
la	la
perdone	perdone

y	Y
tenga	tenga
mucho	mucho
animo	ánimo
que	que
dios	Dios
	,
que	que
da	da
la	la
llaga	llaga
	,
da	da
la	la
medesina	medicina

De	De
la	la
gazeta	gaceta
mandera	mandará
vm	VM
ber	ver
las	las
novedades	novedades
y	y
como	como
nuestros	nuestros
con	con
un	un
setro	cetro
de	de
5	5
dias	días
retomaron	retomaron
la	la
de	de
Naerden	Naarden
y	y
es	es
de	de
grande	grande
seguridad	seguridad
para	para
la	la
nuestra	nuestra

portalegre	Portalegre
	,
2	2
de	de
dezienbre	diciembre
de	de
688	688

be	Ve
vmd	VM
	,
lo	lo
q	que
le	le
escribo	escribo
aqui	aquí
es	es
nada	nada
para	para
lo	lo
q	que
paso	pasó

de	De
flandes	Flandes
ay	hay
muy	muy
malas	malas
nuebas	nuevas

y	Y
	,
Abriendo	abriendo
el	el
pliego	pliego
	,
vi	vi
la	la
firma	firma
de	de
vsia	VSa
y	y
	,
ansi	así
	,
la	la
ynbie	envié
a	a
don	don
Hurtdo	Hurtado
	,
mi	mi
sr	señor
	,
para	para
q	que
diera	diera
su	su
sia	señoría
el	el
testimonio	testimonio
escrito	escrito
con	con
las	las
ternuras	ternuras
de	de
su	su
coraçon	corazón
y	y
signo	signo
de	de
su	su
Alma	alma

ustedes	Ustedes
pongan	pongan
para	para
el	el
dia	día
del	del
corpus	corpus
	,
que	que
es	es
el	el
juebes	jueves
que	que
viene	viene
	,
en	en
poder	poder
del	del
cura	cura
e	e
hijo	hijo
de	de
ujenio	Eugenio
de	de
aiala	Ayala
cinquenta	cincuenta
doblones	doblones
u	o
ciento	ciento
i	y
cinquenta	cincuenta
pares	pares
de	de
medias	medias
de	de
seda	seda
o	o
cosa	cosa
que	que
lo	lo
balga	valga

Sus	Sus
campos	campos
de	de
Arlando	Arlando
se	se
an	han
arrompido	rompido
a	a
instana	instancia
de	de
nro	Nuestro
Rmo	Reverendísimo
P	Padre
	,
que	que
es	es
valiente	valiente
labrador	labrador
,	,
y	y
en	en
la	la
casa	casa
siempre	siempre
se	se
hacen	hacen
obras	obras
,	--
y	y
em	en
particular	particular
de	de
pinturas	pinturas
y	y
esculptoria	escultoría

ya	Ya
q	que
conozes	conoces
mi	mi
natural	natural
no	no
me	me
enojes	enojes
	,
Porq	porque
tengo	tengo
malas	malas
Pulgas	pulgas

de	De
Vmd	VM
	,
geronimo	Gerónimo
del	del
capillo	Capillo
la	La
respuesta	respuesta
benga	venga
en	en
la	la
calle	calle
de	de
los	los
	,
en	en
casa	casa
de	de
gaspar	Gaspar
pardo	Pardo

muy	Muy
siervo	siervo
de	de
v	vuestra
r	reverenda
	,
Fr	fray
Manuel	Manuel
de	de
la	la
Cruz	Cruz
JHs	JHS
	,
Ma	María
sean	Sean
con	con
V	vuestra
R	reverenda
mi	mi
