Effter	Efter
Nödfall	Nödfall
/	/
eller	eller
andre	andra
skiälige	skäliga
Orsaker	Orsaker
äro	är
/	/
som	som
fordra	fordra
at	att
Barnet	Barnet
skal	skall
döpas	döpas
hemma	hemma
:	:
	
Döpelsen	Döpelsen
måste	måste
och	och
/	/
så	så
wijda	vida
möyeligit	möjligt
är	är
/	/
skee	ske
på	på
någon	någon
Söndag	Söndag
/	/
Helgedag	Helgdag
eller	eller
Bönestund	Bönestund
/	/
när	när
then	den
Christelige	Kristliga
Församlingen	Församlingen
är	är
tilhopa	tillhopa
/	/
och	och
kan	kan
samhälleligen	samhälleligen
bedia	bedja
Gud	Gud
för	för
Barnet	Barnet
/	/
och	och
upwäckas	uppväckas
til	till
Andacht	Andakt
och	och
wördnat	vördnad
för	för
thetta	detta
Saligheetz	Salighets
medlet	medlet
.	.
	
Döpelsen	Döpelsen
skal	skall
med	med
Gudz	Guds
Ord	Ord
och	och
rent	rent
obemängt	obemängt
Watn	Vatten
förrättas	förrättas
/	/
utaf	utav
dhe	de
ordinarie	ordinarie
Predikanterne	Predikanterna
i	i
Församlingen	Församlingen
ther	där
Barnen	Barnen
födde	födda
äre	är
/	/
hälst	helst
af	av
Kyrckioherden	Kyrkoherden
sielf	själv
/	/
om	om
han	han
är	är
wid	vid
handen	handen
och	och
oförhindrad	oförhindrad
.	.
	
Til	Till
Barnemoderskor	Barnmorskor
eller	eller
Jordegummor	Jordegummor
/	/
skola	skola
Gudfruchtige	Gudfruktiga
/	/
ährlige	ärliga
/	/
nychtre	nyktra
/	/
och	och
i	i
sådane	sådana
beställningar	beställningar
wäl	väl
förfarne	förfarna
Quinnor	Kvinnor
/	/
antagas	antagas
och	och
förordnas	förordnas
/	/
uti	uti
Städerne	Städerna
af	av
Magistraten	Magistraten
,	,
och	och
på	på
Landet	Landet
af	av
Kyrckieherden	Kyrkoherden
och	och
Kyrckiones	Kyrkans
Föreståndare	Föreståndare
och	och
Sexmän	Sexmän
.	.
	
The	De
Quinnor	Kvinnor
som	som
hafwa	har
aflat	avlat
Barn	Barn
tilhopa	tillhopa
med	med
sine	sina
Fästemän	Fästmän
/	/
och	och
föda	föda
samt	samt
sökia	söka
Kyrckiegång	Kyrkogång
/	/
för	för
än	än
wixlen	vigseln
tilkommer	tillkommer
/	/
skola	skola
icke	icke
intagas	intagas
som	som
andre	andra
kyske	kyska
Barneföderskor	Barnaföderskor
/	/
utan	utan
med	med
ett	ett
serdeles	särdeles
Bönesätt	Bönesätt
/	/
som	som
i	i
Handboken	Handboken
är	är
infört	infört
.	.
	
Sammaledes	Sammaledes
besatte	besatta
Menniskior	Människor
/	/
när	när
the	de
thet	det
begiära	begära
/	/
och	och
igenom	igenom
Gudz	Guds
Nåd	Nåd
/	/
äre	är
frije	fria
för	för
Satans	Satans
Anfächtningar	Anfäktningar
/	/
bekänna	bekänna
Jesum	Jesum
Christum	Christum
för	för
sin	sin
Frälsare	Frälsare
/	/
och	och
bedia	bedja
Gud	Gud
/	/
om	om
Syndernas	Syndernas
förlåtelse	förlåtelse
/	/
förstå	förstå
theras	deras
Saligheetz	Salighets
stycken	stycken
/	/
och	och
föra	föra
ett	ett
Christeligit	Kristligt
Lefwerne	Leverne
;	;
Men	Men
ingalunda	ingalunda
the	de
/	/
som	som
äre	är
i	i
sådant	sådant
sitt	sitt
elände	elände
Ogudachtige	Ogudaktiga
.	.
	
Skulle	Skulle
han	han
äntå	ändå
icke	icke
wilia	vilja
bättra	bättra
sig	sig
/	/
tå	då
gifwe	ger
Kyrckioherden	Kyrkoherden
/	/
sin	sin
Biskop	Biskop
och	och
Consistorio	Konsistorium
sådant	sådant
tilkänna	tillkänna
/	/
hwilka	vilka
skola	skola
stämma	stämma
Syndaren	Syndaren
in	in
för	för
sig	sig
/	/
och	och
honom	honom
alfwarligen	allvarligen
förmana	förmana
/	/
och	och
ther	där
han	han
sig	sig
intet	intet
omwända	omvända
wil	vill
/	/
sättia	sätta
honom	honom
/	/
til	till
en	en
bestämd	bestämd
tijd	tid
/	/
ifrån	ifrån
then	den
helige	heliga
Nattwardens	Nattvardens
bruuk	bruk
/	/
och	och
andra	andra
Kyrckiones	Kyrkans
Frijheter	Friheter
/	/
hwilket	vilket
kallas	kallas
thet	det
mindre	mindre
Bann	Bann
.	.
	
§	§
.	.
V	V
.	.
Warder	Var
then	den
som	som
uti	uti
bann	bann
sitter	sitter
/	/
Dödzsiuk	Dödssjuk
/	/
och	och
ångrar	ångrar
sina	sina
Synder	Synder
/	/
begiärandes	begärandes
HErrans	Herrens
Nattward	Nattvard
/	/
så	så
måste	måste
Siälesöriaren	Själasörjaren
honom	honom
thet	det
icke	icke
förmeena	förmena
;	;
Doch	Dock
med	med
förbehåll	förbehåll
/	/
at	att
han	han
skal	skall
stå	stå
uppenbara	uppenbara
Skrift	Skrift
/	/
i	i
fall	fall
han	han
kommer	kommer
til	till
hälsan	hälsan
:	:
	
Men	Men
döör	dör
then	den
Bannlyste	Bannlyste
i	i
sin	sin
Obootfärdigheet	Obotfärdighet
/	/
skal	skall
han	han
icke	icke
af	av
någon	någon
Präst	Präst
/	/
eller	eller
uti	uti
Kyrckiogård	Kyrkogård
/	/
begrafwen	begraven
warda	vara
.	.
	
Ingen	Ingen
Präst	Präst
skal	skall
/	/
för	för
någon	någon
sin	sin
egen	egen
/	/
eller	eller
sine	sina
Förwanters	Förvanters
och	och
anhöriges	anhörigas
Saak	Sak
skull	skull
/	/
hwad	vad
Namn	Namn
then	den
och	och
hafwa	ha
kan	kan
/	/
afstänga	avstänga
någon	någon
ifrån	ifrån
HERRans	HERRens
Nattward	Nattvard
:	:
	
§	§
.	.
I	I
.	.
Folcket	Folket
skal	skall
/	/
så	så
wäl	väl
uti	uti
Predikningarna	Predikningarna
/	/
som	som
wid	vid
Barneläran	Barnaläran
/	/
underwijsas	undervisas
/	/
om	om
en	en
rätt	rätt
sannskyldig	sannskyldig
Bööns	Böns
egenskap	egenskap
/	/
Kraft	Kraft
och	och
nytta	nytta
/	/
samt	samt
förmanas	förmanas
/	/
dageligen	dagligen
at	att
åkalla	åkalla
GUd	GUd
/	/
hemma	hemma
uti	uti
Husen	Husen
/	/
så	så
wäl	väl
som	som
Allmänneligen	Allmänneligen
och	och
enhälleligen	enhälleligen
i	i
Församlingen	Församlingen
/	/
at	att
hafwa	ha
Böner	Böner
/	/
Förböner	Förböner
och	och
Tacksäyelse	Tacksägelse
/	/
för	för
alla	alla
Menniskior	Människor
/	/
Konungar	Konungar
och	och
all	all
Öfwerheet	Överhet
/	/
och	och
bedia	bedja
/	/
om	om
alt	allt
thet	det
/	/
som	som
både	både
then	den
timmeliga	timliga
och	och
ewiga	eviga
Wälfärden	Välfärden
befrämia	befrämja
/	/
och	och
ther	där
emot	emot
/	/
all	all
Skada	Skada
/	/
Olycka	Olycka
och	och
Bedröfwelse	Bedrövelse
/	/
afwäria	avvärja
kan	kan
.	.
	
Om	Om
Högtijdes	Högtids
och	och
Helgedagar	Helgdagar
.	.
	
När	När
någon	någon
Högtijdes	Högtids
Dag	Dag
infaller	infaller
på	på
Söndagen	Söndagen
/	/
afhandlas	avhandlas
altijd	alltid
i	i
Högpredikan	Högpredikan
/	/
Högtijdens	Högtidens
Evangelium	Evangelium
,	,
och	och
thet	det
som	som
til	till
Söndagen	Söndagen
förordnat	förordnat
är	är
/	/
förklaras	förklaras
i	i
Aftonsången	Aftonsången
/	/
uti	uti
Städerna	Städerna
/	/
och	och
Fredagen	Fredagen
näst	näst
ther	där
efter	efter
/	/
på	på
Landet	Landet
:	:
	
Men	Men
om	om
en	en
Apostledag	Aposteldag
faller	faller
på	på
Söndagen	Söndagen
/	/
skal	skall
Söndagz	Söndags
Evangelium	Evangelium
predikas	predikas
i	i
Högpredikan	Högpredikan
/	/
och	och
Helgedagens	Helgdagens
i	i
Aftonsången	Aftonsången
.	.
	
Hwem	Vem
sig	sig
å	å
Naturens	Naturens
wägnar	vägnar
gifta	gifta
må	må
/	/
eller	eller
intet	intet
.	.
2	2
.	.
	
Hwad	Vad
Rättigheet	Rättighet
the	de
Barn	Barn
äga	äga
/	/
til	till
at	att
ärfwa	ärva
Fader	Fader
/	/
som	som
födas	födas
i	i
fästom	fästom
.	.
7	7
.	.
	
Mißbrukar	Missbrukar
någon	någon
sitt	sitt
Embete	Ämbete
/	/
och	och
wijger	viger
sådane	sådana
Personer	Personer
tilsamman	tillsammans
/	/
hwilkom	vilka
icke	icke
lofligit	lovligt
är	är
/	/
at	att
binda	binda
Ächtenskap	Äktenskap
/	/
så	så
skal	skall
han	han
/	/
efter	efter
som	som
Wårt	Vårt
/	/
ther	där
om	om
utgångne	utgångna
Placat	Plakat
förwår	förvår
/	/
spijsas	spisas
med	med
Watn	Vatten
och	och
Bröd	Bröd
i	i
Fängelse	Fängelse
/	/
en	en
Månadt	Månad
/	/
och	och
sedan	sedan
förwijsas	förvisas
Landet	Landet
.	.
	
Wij	Vi
wele	vill
och	och
/	/
för	för
god	god
Ordning	Ordning
/	/
samt	samt
andre	andra
wichtige	viktiga
skiäl	skäl
/	/
Ächtenskap	Äktenskap
emellan	emellan
Syskonebarn	Syskonbarn
/	/
så	så
hädan	hädan
efter	efter
/	/
som	som
här	här
til	till
/	/
för	för
Wåre	Vår
Undersåtare	Undersåtar
hafwa	ha
förbudit	förbjudit
.	.
	
The	De
som	som
intet	intet
kunna	kunna
råda	råda
sig	sig
/	/
eller	eller
the	de
sina	sina
/	/
skola	skola
i	i
Tijd	Tid
/	/
låta	låta
theras	deras
Siälesöriare	Själasörjare
förnimma	förnimma
/	/
när	när
the	de
/	/
eller	eller
theras	deras
anhörige	anhöriga
/	/
wilia	vilja
trolofwas	trolovas
/	/
at	att
han	han
må	må
warna	varna
them	dem
för	för
the	de
hinder	hinder
/	/
som	som
them	dem
til	till
skada	skada
/	/
af	av
Skyld	Skuld
eller	eller
Swågerskap	Svågerskap
/	/
kunna	kunna
i	i
wägen	vägen
ligga	ligga
;	;
Och	Och
skal	skall
ingen	ingen
trolofwas	trolovas
/	/
som	som
icke	icke
kan	kan
Lutheri	Lutheri
Catechismum	Catechismum
,	,
och	och
hafwer	har
begått	begått
HErrans	HErrens
Nattward	Nattvard
.	.
	
Men	Men
är	är
Saken	Saken
klar	klar
/	/
och	och
han	han
sielf	själv
ey	ej
hafwer	har
något	något
twifwelsmål	tvivelsmål
therom	därom
/	/
tå	då
må	må
han	han
utan	utan
förfrågan	förfrågan
/	/
saaklöst	saklöst
lysa	lysa
.	.
	
Quinnes	Kvinno
Personer	Personer
/	/
som	som
låta	låta
lägra	lägra
sig	sig
af	av
theras	deras
Brudgummar	Brudgummar
/	/
förr	förr
BröllopzDagen	BröllopsDagen
/	/
skal	skall
en	en
Prästman	Prästman
/	/
om	om
theras	deras
förseende	förseende
eliest	eljest
är	är
uppenbart	uppenbart
/	/
intet	intet
wijga	viga
med	med
annan	annan
Brudeheder	Brudeheder
/	/
än	än
then	den
som	som
Wåre	Våra
Stadgar	Stadgar
/	/
eller	eller
wanlig	vanlig
Plägseed	Plägsed
/	/
tillåter	tillåter
.	.
	
Sedan	Sedan
skal	skall
Klaganden	Klaganden
stämma	stämma
sin	sin
Wederpart	Vederpart
til	till
DomCapitlet	DomKapitlet
,	,
hwarest	varest
alle	alla
Ächtenskapz	Äktenskaps
skilnader	skillnader
ordenteligen	ordentligen
böra	bör
skee	ske
.	.
	
Wil	Vill
then	den
brotzlige	brottsliga
Parten	Parten
/	/
förfallelöös	förfallolös
/	/
sig	sig
ey	ej
inställa	inställa
/	/
när	när
han	han
är	är
worden	vorden
stämder	stämd
/	/
tå	då
framteer	framter
then	den
Oskyldige	Oskyldiga
/	/
werldzlige	världsliga
Domen	Domen
/	/
hwar	var
igenom	igenom
then	den
andra	andra
Saakfälter	Sakfälld
är	är
/	/
och	och
tå	då
fortfar	fortfar
Biskopen	Biskopen
med	med
skilnaden	skillnaden
/	/
såsom	såsom
uti	uti
en	en
klar	klar
och	och
ostrijdig	ostridig
Saak	Sak
.	.
	
Uti	Uti
Ächtenskapet	Ältenskapet
tillåtes	tillåts
och	och
skilnadt	skillnad
/	/
när	när
Man	Man
eller	eller
Quinna	Kvinna
wid	vid
werldzlig	världslig
Rätt	Rätt
/	/
så	så
wäl	väl
af	av
andra	andra
skiäl	skäl
/	/
som	som
egen	egen
bekännelse	bekännelse
/	/
bepröfwas	beprövas
hafwa	har
/	/
under	under
warande	varande
Ächtenskap	Äktenskap
/	/
beblandat	beblandat
sig	sig
med	med
någon	någon
annan	annan
/	/
och	och
Hoor	Hor
bedrifwit	bedrivit
/	/
och	och
then	den
oskyldige	oskyldige
Parten	Parten
intet	intet
wil	vill
låta	låta
sig	sig
försona	försona
;	;
På	På
hwilken	vilken
händelse	händelse
/	/
the	de
af	av
Biskopen	Biskopen
och	och
Capitlet	Kapitlet
skola	skola
åtskilias	åtskiljas
/	/
således	således
/	/
at	att
then	den
oskyldige	oskyldige
säyes	sägs
frij	fri
ifrån	ifrån
Ächtenskapz	Äktenskaps
Bandet	Bandet
/	/
och	och
får	får
begifwa	begiva
sig	sig
i	i
ett	ett
annat	annat
Giftermåhl	Giftermål
/	/
hwilket	vilket
then	den
Brotzlige	Brottslige
ther	där
emot	emot
skal	skall
förbiudas	förbjudas
/	/
så	så
länge	länge
then	den
Obrotzlige	Obrottslige
blifwer	blir
ogift	ogift
:	:
	
Men	Men
huru	hur
wijda	vida
then	den
samme	samme
sedan	sedan
må	må
gifta	gifta
sig	sig
/	/
eller	eller
ey	ej
/	/
thet	det
lemnas	lämnas
til	till
Consistorij	Konsistoriets
ompröfwande	omprövande
.	.
	
Vthan	Utan
at	att
wij	vi
måge	må
faste	fast
bliffua	bli
och	och
wandra	vandra
j	i
thet	det
saliga	saliga
Liws	Liv
som	som
Gudh	Gud
ibland	ibland
oss	oss
aff	av
sijn	sin
stora	stora
mildheet	mildhet
vptendt	upptänt
haffuer	har
.	.
	
Så	Så
äro	är
ock	ock
wel	väl
flere	flera
sådana	sådana
nyttiga	nyttiga
stadgar	stadgar
,	,
hwilka	vilka
ock	ock
en	en
part	part
för	för
then	den
skul	skull
mena	mena
wara	vara
kompna	komna
ifrå	ifrån
Apostlarna	Apostlarna
,	,
såsom	såsom
then	den
,	,
At	Att
barn	barn
skola	skola
döpas	döpas
,	,
så	så
wel	väl
som	som
gammalt	gammalt
folk	folk
,	,
Hwilken	Vilken
Christelig	Kristlig
Stadga	Stadga
the	de
galne	galna
widderdöpare	vederdöpare
nu	nu
anfecta	anfäkta
.	.
	
Ty	Ty
annat	annat
förstådz	förstås
icke	icke
medh	med
thet	det
ordet	ordet
Beswäria	Besvärja
,	,
än	än
biudha	bjuda
,	,
ja	ja
biudha	bjuda
medh	med
itt	ett
alffuarligit	allvarligt
och	och
förskreckeligit	förskräckligt
trugh	trug
och	och
hoot	hot
,	,
widh	vid
Gudz	Guds
strenga	stränga
dom	dom
oc	och
straff	straff
.	.
	
Effter	Efter
h	h
.	.
K	K
.	.
M	M
.	.
ock	ock
wel	väl
weet	vet
,	,
huruledes	huruledes
Kongligit	Kungligt
embete	ämbete
kräffuer	kräver
icke	icke
allenast	allenast
thet	det
,	,
at	att
h	h
.	.
K	K
.	.
M	M
.	.
skal	skall
haffua	ha
wårdnat	vårdnad
och	och
omsorg	omsorg
om	om
werldzligha	världsliga
saker	saker
,	,
och	och
sina	sina
vndersåters	undersåtars
timligha	timliga
gagn	gagn
och	och
besta	bästa
,	,
Vthan	Utan
iemwel	jämväl
hwad	vad
som	som
hörer	hör
til	till
Guddomligh	Gudomlig
ähro	ära
,	,
och	och
samma	samma
sina	sina
vndersåters	undersåtars
ewigha	eviga
gagn	gagn
och	och
welfärd	välfärd
.	.
	
Ja	Ja
,	,
ther	där
hon	hon
ordentligha	ordentligt
medh	med
sakenne	sakerna
wil	vill
gå	gå
til	till
werka	verket
,	,
så	så
moste	måste
hon	hon
wisseligha	visserligen
til	till
thet	det
aldraförsta	allraförsta
sökia	söka
Guddomlig	Gudomlig
prijs	pris
och	och
ähro	ära
,	,
så	så
framt	framt
ock	ock
at	att
thet	det
skal	skall
kunna	kunna
något	något
wel	väl
tilgå	tillgå
j	i
thet	det
werldzliga	världsliga
Regementet	Regementet
.	.
	
Then	Den
migh	mig
ährar	ärar
,	,
honom	honom
skal	skall
iagh	jag
ähra	ära
,	,
Men	Men
then	den
mig	mig
förachtar	föraktar
,	,
han	han
skal	skall
komma	komma
på	på
skam	skam
.	.
,	,
För	För
then	den
skul	skull
warda	vara
oc	och
the	de
Konungar	Konungar
j	i
Scrifftenne	Skrifterna
högt	högt
beprijsade	beprisade
som	som
sigh	sig
om	om
Guddomlig	Gudomlig
ähro	ära
,	,
retta	rätta
oc	och
rena	rena
Gudz	Guds
dyrckan	dyrkan
,	,
mykit	mycket
haffua	har
wårda	vårda
lätet	låtit
,	,
såsom	såsom
Konung	Konung
Dauid	Dauid
,	,
Ezechias	Ezechias
,	,
Iosias	Iosias
,	,
losaphat	losaphat
etc.	etc.
Men	Men
twert	tvärt
om	om
,	,
the	de
andre	andra
som	som
then	den
retta	rätta
oc	och
aff	av
Gudi	Gud
sielff	själv
stictada	stictada
Gudz	Guds
tiensten	tjänsten
haffua	har
nederlagdt	nederlagt
,	,
såsom	såsom
Saul	Saul
,	,
eller	eller
ock	ock
the	de
som	som
then	den
samma	samma
retta	rätta
Gudztiensten	Gudstjänsten
förwandlade	förvandlade
vthi	uti
Affguderij	Avguderi
,	,
såsom	såsom
Ierobeam	Ierobeam
,	,
Achab9	Achab
Älias	Älias
,	,
och	och
theras	deras
wederlijkar	vederlikar
alt	allt
för	för
monge	många
giorde	gjorde
,	,
the	de
samme	samma
warda	vara
j	i
Scrifftenne	Skrifterna
förfärligha	förfärliga
vndsagde	undsagda
,	,
såsom	såsom
thet	det
sigh	sig
och	och
med	med
werket	verket
noghsambligha	nogsamma
lät	lät
befinna	befinna
,	,
at	att
the	de
samt	samt
med	med
theras	deras
ogudachtigha	ogudaktiga
vndersåter	undersåtar
hårdeliga	hårdeliga
wordo	var
straffade	straffade
.	.
	
Item	Item
,	,
Alt	Allt
thet	det
iagh	jag
biuder	bjuder
idher	er
skolen	skola
j	ni
hålla	hålla
,	,
Intet	Intet
skolen	skola
j	ni
leggia	lägga
ther	där
til	till
,	,
och	och
intet	intet
tagha	taga
ther	där
ifrå	ifrån
.	.
	
Therföre	Därför
moste	måste
ock	ock
alle	alla
,	,
bådhe	både
the	de
som	som
til	till
Prestaembetet	Prästämbetet
nu	nu
kompne	komna
äro	är
,	,
och	och
the	de
som	som
ther	där
til	till
komma	komma
wilia	vilja
,	,
medh	med
alsorn	allsom
största	största
flijt	flit
öffuerläsa	överläsa
och	och
studera	studera
Biblien	Bibeln
,	,
at	att
the	de
ther	där
vthaff	utav
måga	må
retzliga	rättsliga
lära	lära
förstå	förstå
grunden	grunden
vthi	uti
all	alla
stycker	stycken
och	och
artiklar	artiklar
,	,
som	som
Euangelij	Evangelie
predican	predikan
och	och
Christelig	Kristlig
!!	!!
läro	lära
tilhöra	tillhöra
.	.
	
Therföre	Därför
haffuer	har
ock	ock
wår	vår
Herre	Herre
Christus	Christus
lärdt	lärt
,	,
at	att
Euangelij	Evangelie
tienare	tjänare
skola	skola
bådhe	både
wara	vara
trogne	trogna
och	och
snelle	snälla
,	,
Trogne	Trogna
j	i
thet	det
at	att
the	de
rett	rätt
lära	lära
,	,
och	och
vthan	utan
skrymtan	skrymtan
och	och
personers	personers
anseende	anseende
,	,
thet	det
som	som
til	till
straffandes	straffandes
är	är
straffa	straffa
.	.
	
Ther	Där
ock	ock
någor	några
sådana	sådana
Legenda	Legenda
kunde	kunde
finnas	finnas
,	,
och	och
måtte	måtte
wäl	väl
för	för
then	den
skul	skull
aff	av
Predikestolen	Predikstolen
föregiffuen	föregiven
warda	vara
,	,
Så	Så
görs	görs
än	än
tå	då
icke	icke
behoff	behov
,	,
at	att
hon	hon
altsammans	alltsammans
förtälies	förtäljas
,	,
vthan	utan
är	är
nogh	nog
,	,
at	att
Predicaren	Predikaren
rörer	rör
om	om
någor	några
stycker	stycken
ther	där
vthi	uti
,	,
the	de
som	som
äro	är
förnemligast	förnämligast
,	,
på	på
thet	det
Lesten	Lasten
jw	ju
må	må
behålla	behålla
mesta	mesta
tiden	tiden
j	i
predicanen	predikan
.	.
	
Men	Men
Epistelen	Episteln
skal	skall
alla	alla
Helgedagar	Helgdagar
vthi	uti
Städerna	Städerna
ock	ock
så	så
predicat	predikat
warda	vara
,	,
Afftonsångs	Aftonsångs
tijdh	tid
,	,
eller	eller
ock	ock
bittidha	bittida
om	om
morgonen	morgonen
,	,
ther	där
förfall	förfall
icke	icke
äro	är
på	på
ferde	färde
,	,
och	och
the	de
äro	är
förhandenne	förhanden
som	som
thet	det
göra	göra
kunna	kunna
.	.
	
Wettwillingar	Vettvillingar
som	som
buller	buller
göra	göra
,	,
skola	skola
ock	ock
ledhas	ledas
vth	ut
.	.
	
Och	Och
borde	borde
oss	oss
Christna	Kristna
icke	icke
elska	älska
thesse	dessa
kyrkehundar	kyrkohundar
,	,
bådhe	både
för	för
then	den
skul	skull
,	,
at	att
vthi	uti
Tiderna	Tiderna
icke	icke
ther	där
igenom	igenom
skal	skall
skee	ske
något	något
hinder	hinder
,	,
såsom	såsom
nu	nu
sagdt	sagt
är	är
,	,
så	så
ock	ock
för	för
fremande	främmande
nationers	nationers
förargelse	förargelse
och	och
förtaal	förtal
skul	skull
.	.
	
Item	Item
för	för
then	den
slema	slemma
art	art
och	och
otucht	otukt
them	dem
fölier	följer
,	,
at	att
the	de
ther	där
snarast	snarast
skemma	skämma
och	och
wäta	väta
,	,
som	som
bäst	bäst
är	är
tilpyntat	tillpyntat
,	,
bådhe	både
wid	vid
Altare	Altare
och	och
annorstädz	annorstädes
.	.
	
Men	Men
hwar	var
ock	ock
förmaningar	förmaningar
icke	icke
hielpa	hjälpa
wilia	vilja
,	,
så	så
moste	måste
bådhe	både
kyrkiostraff	kyrkostraff
och	och
werldzligit	världsligt
straff	straff
emoot	emot
dem	dem
brukat	brukat
warda	vara
.	.
	
Sammaledes	Sammaledes
ock	ock
om	om
annor	andra
nödhtorfftigh	nödtorftiga
stycker	stycken
,	,
om	om
huilken	vilken
tilförenne	tillförne
något	något
rördt	rört
är	är
.	.
	
Och	Och
skal	skall
han	han
ther	där
om	om
för	för
än	än
han	han
går	går
på	på
Predikostolen	Predikstolen
,	,
aff	av
Klockarenom	Klockaren
eller	eller
aff	av
honom	honom
som	som
slijkt	slikt
begärar	begär
,	,
scriffteliga	skriftligen
eller	eller
muntliga	muntligen
vnderwijst	undervisat
warda	vara
.	.
	
Sedhan	Sedan
bidie	bedjer
wij	vi
tigh	dig
käre	käre
himmelske	himmelske
Fader	Fader
,	,
för	för
tinne	din
helga	helga
Christeligha	Kristliga
försambling	församling
j	i
hela	hela
werldenne	världen
,	,
friya	fria
,	,
frelsa	frälsa
oc	och
bewara	bevara
henne	henne
för	för
alt	allt
ondt	ont
,	,
Tagh	Tag
bort	bort
ifrå	ifrån
henne	henne
alla	alla
otrogna	otrogna
Heerdar	Herdar
och	och
falska	falska
Lärare	Lärare
,	,
som	som
thenna	denna
tin	din
klena	klena
Hiord	Hjord
,	,
lika	lika
som	som
glupande	glupande
Vlffuar	Ulvar
och	och
rytande	rytande
Leyon	Lejon
iemmerliga	jämmerliga
förskingra	förskingra
och	och
förhäria	förhärja
,	,
vthsendt	utsänd
och	och
giff	giv
trogna	trogna
Heerdar	Herdar
och	och
rettsinnigha	rättsinniga
arbetare	arbetare
j	i
tina	dina
Sädh	Säd
.	.
	
Therföre	Därför
wilie	vill
wij	vi
nw	nu
thet	det
göra	göra
medh	med
thetta	detta
fattigha	fattiga
barnet	barnet
,	,
som	som
en	en
Christeligh	Kristlig
och	och
broderligh	broderlig
kärleek	kärlek
aff	av
oss	oss
kräffuer	kräver
,	,
nemliga	nämligen
,	,
haffuat	ha
genom	genom
Döpelsen	Döpelsen
til	till
wår	vår
kära	kära
Herra	Herre
och	och
Frelsare	Frälsare
Jesum	Jesum
Christum	Christum
,	,
bediandes	bedjandes
aff	av
alt	allt
hierta	hjärta
,	,
at	att
han	han
werdigas	värdigas
thet	det
således	således
nådeliga	nådeliga
vndfå	undfå
,	,
förlåta	förlåta
thy	ty
alla	alla
synd	synd
och	och
smitto	smittor
,	,
thet	det
welsigna	välsigna
,	,
och	och
til	till
tröst	tröst
och	och
styrckelse	styrkelse
medh	med
them	den
helga	helga
Anda	Anda
rikeliga	rikliga
begåffua	begåva
,	,
sigh	sig
sielffuom	själv
sampt	samt
medh	med
Gudh	Gud
Fader	Fader
och	och
then	den
helga	helga
Anda	Anda
til	till
prijs	pris
,	,
tesso	dessa
fattigo	fattig
barnena	barnen
til	till
saligheet	salighet
,	,
och	och
sinne	sinne
Christeligh	Kristlig
försambling	församling
til	till
hugnat	hugnad
och	och
förökelse	förökelse
,	,
Amen	Amen
.	.
	
S	S
.	.
Augustini	Augustini
oc	och
andra	andra
gambla	gamla
Lärares	Lärares
scriffuelse	skrivelse
wäl	väl
förnimma	förnimma
kunne	kunna
,	,
doch	dock
så	så
at	att
man	man
här	här
med	med
icke	icke
thes	dess
heller	heller
fördömer	fördömer
the	de
församblingar	församlingar
j	i
fremmande	främmande
land	land
,	,
som	som
honom	honom
icke	icke
så	så
bruka	bruka
,	,
och	och
äro	är
likwel	likväl
eens	ens
med	med
oss	oss
vthi	uti
alla	alla
nödhtorfftigha	nödtorftiga
och	och
retta	rätta
troonnes	trons
articklar	artiklar
,	,
effter	efter
thet	det
är	är
welkorligit	villkorligt
,	,
såsom	såsom
ock	ock
mykit	mycket
annat	annat
(	(
ther	där
om	om
tilförenne	tillförne
talat	talat
är	är
)	)
widh	vid
Döpelsen	Döpelsen
,	,
hwarföre	varför
wij	vi
honom	honom
j	i
Nödhdoop	Nöddop
icke	icke
heller	heller
bruke	bruka
eller	eller
bruka	bruka
kunne	kunna
.	.
	
Til	Till
thet	det
tridie	tredje
,	,
at	att
han	han
sådant	sådant
med	med
sielffua	själva
gerningenne	gärningarna
oss	oss
bewisar	bevisar
,	,
ther	där
han	han
så	så
nådheligha	nådeliga
vndfick	undfick
thenna	denna
barnen	barnen
,	,
togh	tog
them	dem
